age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1.7116587142047195,5,1,1,0,-0.1920704810311774,0,0,0,3,6,-0.3264897086251391,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,no
0.9846385122572264,4,1,1,0,-0.34755889076734575,0,0,0,3,6,-0.6977726769215015,-0.27151977883405615,0.6272412149513851,0.6886317381483728,0,no
0.5691983968586591,9,2,1,0,1.068767757029441,1,0,0,3,6,-0.7325804551992854,-0.582038806841983,0.6926455516612812,0.2507536334141864,0,no
1.6077986853550776,0,1,1,0,0.7878520301060968,0,0,0,3,6,-0.3999727961004608,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,no
-0.8848420070363268,7,2,2,0,-0.168919984470459,0,0,0,3,6,0.07186597610949966,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,no
-0.1578218050888338,1,2,2,0,-0.4235754466383614,0,0,0,3,6,1.1006292007640035,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,no
-1.3002821224348942,9,2,2,0,0.8116935862656427,0,0,0,3,6,-0.45025069805725987,-0.27151977883405615,0.5727376010264716,0.2507536334141864,2,no
-0.1578218050888338,4,1,2,0,1.3365533515750643,0,0,0,3,6,-0.3767676105819382,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,no
1.8155187430543611,4,1,2,0,0.34108199946417317,1,0,0,3,6,4.279739616801606,-0.582038806841983,3.908358773231174,0.2507536334141864,0,no
-0.3655418627881175,9,1,1,0,1.7657013624468887,1,1,0,3,6,-0.00161711136582206,-0.582038806841983,0.6926455516612812,0.6886317381483728,0,no
-1.1964220935852523,6,2,2,0,2.2383861280448403,0,0,0,3,6,-0.28781439942760134,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,no
-1.0925620647356105,0,1,2,0,1.0000073269461132,0,0,0,3,6,-0.21819884287203342,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,no
0.1537582814600917,10,1,2,0,-0.24113571254792385,0,0,0,3,6,0.7448163561466564,-0.27151977883405615,0.6926455516612812,0.2507536334141864,2,no
0.1537582814600917,9,1,2,0,4.896546874934492,0,0,0,3,6,-0.02868982780409848,-0.27151977883405615,-0.3647245584820395,-0.18712447131999993,3,no
0.3614783391593754,4,1,2,0,-0.2940017718582211,0,0,0,3,6,-0.45798575989676743,0.9705563331976509,0.5509361554565062,2.0022660523509312,2,no
0.5691983968586591,3,1,2,0,-0.37658339391809714,0,0,0,3,6,-0.33809230138440044,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,no
-0.46940189163775936,9,1,2,0,0.15795120577490823,1,0,0,3,6,-0.6977726769215015,0.038999249173870605,-0.3647245584820395,-0.18712447131999993,3,no
-0.7809819781866849,0,2,1,0,-0.43463240021960003,1,1,0,3,6,-0.5894818111683957,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,no
-1.5080021801341779,4,2,2,0,0.5224851441563696,0,0,0,3,6,0.17628931094285155,-0.27151977883405615,0.4310282048216967,0.2507536334141864,2,yes
1.7116587142047195,5,1,1,0,1.3956389472748083,0,0,0,3,6,-0.2104637810325259,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,no
1.5039386565054358,2,1,2,0,-0.4118274334582953,0,0,0,3,6,-0.6088194657671646,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,no
-1.0925620647356105,9,2,1,0,-0.1454239581103269,0,0,0,3,6,0.34259314049226386,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,no
-1.9234422955327453,0,2,1,0,-0.36345326154037627,0,0,0,3,6,-0.3806351415016919,0.038999249173870605,-0.3647245584820395,-0.18712447131999993,3,no
-0.1578218050888338,10,1,2,0,-0.37070938732806413,0,0,0,3,6,1.7194341479246074,-0.582038806841983,0.9433621757158829,0.2507536334141864,0,no
-1.404142151284536,0,2,1,0,-0.4398153472108056,0,0,0,3,6,-0.8215336663536222,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,no
-0.05396177623919196,9,1,1,0,-0.20036319621710638,1,0,0,3,6,0.682935861430596,-0.27151977883405615,0.9433621757158829,3.7537784712876765,0,no
-0.6771219493370431,1,1,1,0,-0.3026400168435638,1,0,0,3,6,-0.36129748690292307,-0.27151977883405615,-0.3647245584820395,-0.18712447131999993,3,no
0.04989825261044988,4,1,2,0,5.014718066333979,0,1,0,3,6,-0.30715205402637025,0.038999249173870605,-0.3647245584820395,-0.18712447131999993,3,no
1.6077986853550776,5,1,0,0,0.23258564244826901,0,0,0,3,6,-0.5043961309338127,-0.582038806841983,0.016800738992354545,0.6886317381483728,0,no
1.296218598806152,9,1,2,0,0.45821660146542,0,0,0,3,6,1.5531303183751952,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,yes
0.04989825261044988,0,0,1,0,-0.06837081284107015,1,0,0,3,6,-0.6861700841622401,-0.27151977883405615,3.908358773231174,0.6886317381483728,1,no
-1.6118622089838197,1,2,1,0,-0.30574978503828715,0,0,0,3,6,2.2531534148506283,-0.582038806841983,-0.3647245584820395,-0.18712447131999993,3,no
1.8155187430543611,3,1,0,0,-0.44016087701021933,0,0,0,3,6,0.3077853622144799,0.038999249173870605,0.5073332643165754,1.126509842882559,1,no
0.2576183103097336,1,1,0,0,0.9132793472932726,0,0,0,3,6,1.8199899518382054,-0.27151977883405615,0.6599433833063331,0.2507536334141864,2,no
-0.46940189163775936,9,0,1,0,0.6510222295382687,1,0,0,3,6,-0.42704551253873724,-0.27151977883405615,-0.3647245584820395,-0.18712447131999993,3,no
-1.6118622089838197,4,2,2,0,-0.31507908962245723,0,0,0,3,6,1.402296612504798,-0.27151977883405615,-0.3647245584820395,-0.18712447131999993,3,no
-0.1578218050888338,9,1,2,0,0.00660915363170437,0,0,0,3,6,-0.4425156362177523,-0.27151977883405615,-0.3647245584820395,-0.18712447131999993,3,no
-0.7809819781866849,4,2,2,0,0.05705650434610565,1,0,0,3,6,-0.2955494612671089,-0.27151977883405615,-0.3647245584820395,-0.18712447131999993,3,no
0.3614783391593754,9,1,2,0,-0.1924160108305911,0,0,0,3,6,-0.4038403270202146,-0.27151977883405615,-0.3647245584820395,-0.18712447131999993,3,no
-0.8848420070363268,1,1,1,0,-0.13298488533143343,1,0,0,3,6,3.1774933046717804,-0.27151977883405615,0.5727376010264716,1.126509842882559,1,no
